book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
312,60530928,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,The Graveyard Book,en-US,4.12,302303,325451,23840,https://images.gr-assets.com/books/1303859949m/2213661.jpg,https://images.gr-assets.com/books/1303859949s/2213661.jpg,5,92.8
313,1451681739,M.L. Stedman,2012,The Light Between Oceans,The Light Between Oceans,eng,4,243526,288434,29932,https://images.gr-assets.com/books/1336683021m/13158800.jpg,https://images.gr-assets.com/books/1336683021s/13158800.jpg,6,29.53
314,439709105,"Cornelia Funke, Anthea Bell",2003,Tintenherz,"Inkheart (Inkworld, #1)",en-US,3.86,285011,301414,10384,https://images.gr-assets.com/books/1328866790m/28194.jpg,https://images.gr-assets.com/books/1328866790s/28194.jpg,10,36.99
315,91883768,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,Who Moved My Cheese?,eng,3.74,237272,253134,7877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,81.53
316,307279464,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods,eng,4.05,250192,264449,14422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,21.36
317,553279378,Maya Angelou,1969,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,4.19,270859,284448,6666,https://images.gr-assets.com/books/1327957927m/13214.jpg,https://images.gr-assets.com/books/1327957927s/13214.jpg,9,42.39
318,61950726,Christina Baker Kline,2013,Orphan Train,Orphan Train,eng,4.14,226091,263968,24700,https://images.gr-assets.com/books/1362409483m/15818107.jpg,https://images.gr-assets.com/books/1362409483s/15818107.jpg,6,99.08
319,1442416866,Cassandra Clare,2012,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553,327869,16639,https://images.gr-assets.com/books/1460477703m/8755776.jpg,https://images.gr-assets.com/books/1460477703s/8755776.jpg,7,51.74
320,316204277,Maria Semple,2012,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453,268153,28973,https://images.gr-assets.com/books/1338822317m/13526165.jpg,https://images.gr-assets.com/books/1338822317s/13526165.jpg,3,109.51
321,375806814,Wilson Rawls,1961,Where the Red Fern Grows,Where the Red Fern Grows,,4.04,268548,280179,8725,https://images.gr-assets.com/books/1166154337m/10365.jpg,https://images.gr-assets.com/books/1166154337s/10365.jpg,7,11.27
322,60557818,Neil Gaiman,1996,Neverwhere,Neverwhere,eng,4.18,268318,301740,15680,https://images.gr-assets.com/books/1348747943m/14497.jpg,https://images.gr-assets.com/books/1348747943s/14497.jpg,4,21.5
323,571224385,"Milan Kundera, Michael Henry Heim",1984,Nesnesiteln?≠ lehkost byt??,The Unbearable Lightness of Being,eng,4.08,205279,247980,10682,https://images.gr-assets.com/books/1265401884m/9717.jpg,https://images.gr-assets.com/books/1265401884s/9717.jpg,2,14.66
324,,Rainbow Rowell,2013,,Fangirl,eng,4.12,340379,371730,39353,https://images.gr-assets.com/books/1499565420m/16068905.jpg,https://images.gr-assets.com/books/1499565420s/16068905.jpg,9,2.47
325,552135399,John Irving,1989,A Prayer for Owen Meany,A Prayer for Owen Meany,eng,4.22,226964,246452,11197,https://images.gr-assets.com/books/1260470010m/4473.jpg,https://images.gr-assets.com/books/1260470010s/4473.jpg,10,81.58
326,316182540,Janet Fitch,1999,White Oleander,White Oleander,eng,3.93,245674,254276,5960,https://images.gr-assets.com/books/1501159524m/32234.jpg,https://images.gr-assets.com/books/1501159524s/32234.jpg,1,85.59
327,039925675X,Marie Lu,2011,Legend,"Legend (Legend, #1)",eng,4.19,299998,318472,23487,https://images.gr-assets.com/books/1501368160m/9275658.jpg,https://images.gr-assets.com/books/1501368160s/9275658.jpg,3,88.86
328,743496728,Jodi Picoult,2007,Nineteen Minutes,Nineteen Minutes,eng,4.1,235978,251693,14004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,50.09
329,1401323251,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,The Last Lecture,eng,4.25,241869,248143,14988,https://images.gr-assets.com/books/1388075896m/2318271.jpg,https://images.gr-assets.com/books/1388075896s/2318271.jpg,5,61.84
330,812511816,Robert Jordan,1990,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng,4.18,260184,272983,8212,https://images.gr-assets.com/books/1337818095m/228665.jpg,https://images.gr-assets.com/books/1337818095s/228665.jpg,6,33.25
331,61150142,Jodi Picoult,1998,The Pact,The Pact,en-US,4,221225,235359,9257,https://images.gr-assets.com/books/1410754561m/10916.jpg,https://images.gr-assets.com/books/1410754561s/10916.jpg,1,85.62
332,60764902,C.S. Lewis,1953,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,268355,303570,8690,https://images.gr-assets.com/books/1308814770m/65605.jpg,https://images.gr-assets.com/books/1308814770s/65605.jpg,8,107.26
333,595440096,Lisa Genova,2007,Still Alice,Still Alice,eng,4.3,223432,245071,24112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6,45.57
334,425263916,Sylvia Day,2012,Reflected in You,"Reflected in You (Crossfire, #2)",eng,4.33,252564,267608,9817,https://images.gr-assets.com/books/1477802540m/13596809.jpg,https://images.gr-assets.com/books/1477802540s/13596809.jpg,10,10.05
335,375814248,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,James and the Giant Peach,eng,3.99,270402,289737,5120,https://images.gr-assets.com/books/1320412586m/6689.jpg,https://images.gr-assets.com/books/1320412586s/6689.jpg,1,70.12
336,446696617,James Patterson,2001,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US,4.05,233984,242428,5039,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,27.99
337,345453743,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842,238420,4254,https://images.gr-assets.com/books/1404613595m/13.jpg,https://images.gr-assets.com/books/1404613595s/13.jpg,2,111.95
338,340896965,David Nicholls,2009,One Day,One Day,eng,3.77,222926,247052,15937,https://images.gr-assets.com/books/1327873020m/6280118.jpg,https://images.gr-assets.com/books/1327873020s/6280118.jpg,2,89.34
339,60775858,"Margaret Wise Brown, Clement Hurd",1947,,Goodnight Moon,en-US,4.27,244842,252678,4604,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,22.7
340,61969559,Pittacus Lore,2010,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,253437,270195,14101,https://images.gr-assets.com/books/1305807140m/7747374.jpg,https://images.gr-assets.com/books/1305807140s/7747374.jpg,2,32.14
341,140275363,"Homer, Robert Fagles, Fr??d??ric Mugler, Bernard Knox",-750,†¨??Ø???™??,The Iliad,eng,3.83,241088,273565,4763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,2.02
342,316228532,J.K. Rowling,2012,The Casual Vacancy,The Casual Vacancy,eng,3.28,231835,254461,28751,https://images.gr-assets.com/books/1358266832m/13497818.jpg,https://images.gr-assets.com/books/1358266832s/13497818.jpg,5,4.43
343,385339690,John Grisham,1996,The Runaway Jury,The Runaway Jury,eng,3.96,222712,226861,1700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,92.32
344,316777730,David Sedaris,1997,Naked,Naked,en-US,4.08,201337,204766,5096,https://images.gr-assets.com/books/1394178867m/4138.jpg,https://images.gr-assets.com/books/1394178867s/4138.jpg,1,101.32
345,375840400,Christopher Paolini,2005,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000,274059,8284,https://images.gr-assets.com/books/1387119654m/45978.jpg,https://images.gr-assets.com/books/1387119654s/45978.jpg,9,93.39
346,140621679,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,247521,279400,8866,https://images.gr-assets.com/books/1398003737m/236093.jpg,https://images.gr-assets.com/books/1398003737s/236093.jpg,6,65.6
347,000720230X,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng,3.96,250221,273069,4737,https://images.gr-assets.com/books/1308814880m/121749.jpg,https://images.gr-assets.com/books/1308814880s/121749.jpg,6,27.48
348,,E. Lockhart,2014,We Were Liars,We Were Liars,eng,3.85,273442,298780,36910,https://images.gr-assets.com/books/1402749479m/16143347.jpg,https://images.gr-assets.com/books/1402749479s/16143347.jpg,7,65.75
349,450031063,Stephen King,1975,Salem's Lot,'Salem's Lot,en-GB,3.99,228680,246360,6167,https://images.gr-assets.com/books/1327891565m/11590.jpg,https://images.gr-assets.com/books/1327891565s/11590.jpg,9,90.41
350,679785892,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,4.08,232489,242140,5021,https://images.gr-assets.com/books/1394204569m/7745.jpg,https://images.gr-assets.com/books/1394204569s/7745.jpg,4,11.43
351,1416975888,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994,328019,17854,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg,9,56.25
352,62268341,Amy Poehler,2014,Yes Please,Yes Please,eng,3.81,251082,274223,20301,https://images.gr-assets.com/books/1402815435m/20910157.jpg,https://images.gr-assets.com/books/1402815435s/20910157.jpg,2,3.68
353,743477553,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",Othello,eng,3.88,238875,256757,4334,https://images.gr-assets.com/books/1459795105m/12996.jpg,https://images.gr-assets.com/books/1459795105s/12996.jpg,5,2.85
354,1400033411,Toni Morrison,1987,Beloved,Beloved,eng,3.77,233825,245098,7749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,34.57
355,015206396X,Kristin Cashore,2008,Graceling,"Graceling (Graceling Realm, #1)",en-CA,4.1,281185,296630,19081,https://images.gr-assets.com/books/1331548394m/3236307.jpg,https://images.gr-assets.com/books/1331548394s/3236307.jpg,5,17.27
356,439206472,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670,295024,12794,https://images.gr-assets.com/books/1490085391m/78411.jpg,https://images.gr-assets.com/books/1490085391s/78411.jpg,1,54.14
357,449213943,"Erich Maria Remarque, A.W. Wheen",1929,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113,265789,6947,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg,2,1.26
358,679805273,Dr. Seuss,1990,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US,4.34,257260,260002,4021,https://images.gr-assets.com/books/1421708635m/191139.jpg,https://images.gr-assets.com/books/1421708635s/191139.jpg,6,51.91
359,159463176X,Khaled Hosseini,2012,And The Mountains Echoed,And the Mountains Echoed,eng,4.03,199326,229116,24084,https://images.gr-assets.com/books/1358190204m/16115612.jpg,https://images.gr-assets.com/books/1358190204s/16115612.jpg,6,33.69
360,345404475,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,4.08,223828,245008,8330,https://images.gr-assets.com/books/1435458683m/7082.jpg,https://images.gr-assets.com/books/1435458683s/7082.jpg,2,47.38
361,141439742,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,Oliver Twist,eng,3.85,230181,253163,5342,https://images.gr-assets.com/books/1327868529m/18254.jpg,https://images.gr-assets.com/books/1327868529s/18254.jpg,2,17.96
362,60652896,C.S. Lewis,1942,A Grief Observed,The Screwtape Letters,eng,4.21,116277,238169,8285,https://images.gr-assets.com/books/1347801873m/11149.jpg,https://images.gr-assets.com/books/1347801873s/11149.jpg,1,111.93
363,525423273,Stephanie Perkins,2010,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,259479,285344,26153,https://images.gr-assets.com/books/1358271931m/6936382.jpg,https://images.gr-assets.com/books/1358271931s/6936382.jpg,1,12.13
364,7173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng,4.36,250602,256127,2204,https://images.gr-assets.com/books/1327958149m/113946.jpg,https://images.gr-assets.com/books/1327958149s/113946.jpg,1,41.23
365,1401207928,"Alan Moore, David   Lloyd",1990,V for Vendetta,V for Vendetta,eng,4.25,210682,220640,4138,https://images.gr-assets.com/books/1343668985m/5805.jpg,https://images.gr-assets.com/books/1343668985s/5805.jpg,6,44.78
366,743223136,David McCullough,2001,John Adams,John Adams,eng,4.05,215780,220127,5334,https://images.gr-assets.com/books/1478144278m/2203.jpg,https://images.gr-assets.com/books/1478144278s/2203.jpg,7,32.4
367,553384287,Dean Koontz,2003,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng,3.94,205986,213895,6357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,86.07
368,679879250,Philip Pullman,1997,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,242503,270785,6139,https://images.gr-assets.com/books/1451271814m/119324.jpg,https://images.gr-assets.com/books/1451271814s/119324.jpg,1,84.03
369,439488400,Jerry Spinelli,2000,Stargirl,"Stargirl (Stargirl, #1)",eng,3.74,237560,245315,11717,https://images.gr-assets.com/books/1335947642m/22232.jpg,https://images.gr-assets.com/books/1335947642s/22232.jpg,4,2.66
370,1423113381,Rick Riordan,2010,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,232791,242889,10914,https://images.gr-assets.com/books/1366227978m/7090447.jpg,https://images.gr-assets.com/books/1366227978s/7090447.jpg,6,50.84
371,441788386,Robert A. Heinlein,1961,Stranger in a Strange Land,Stranger in a Strange Land,eng,3.91,220301,229222,6293,https://images.gr-assets.com/books/1156897088m/350.jpg,https://images.gr-assets.com/books/1156897088s/350.jpg,8,45.63
372,965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.08,191923,204247,5776,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg,1,3.99
373,141311371,"Roald Dahl, Quentin Blake",1982,The BFG,The BFG,eng,4.22,245855,264369,7906,https://images.gr-assets.com/books/1327872673m/6319.jpg,https://images.gr-assets.com/books/1327872673s/6319.jpg,9,78.45
374,076790818X,Bill Bryson,2003,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,4.19,191535,206367,9065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,63.99
375,439227143,Jack London,1903,The Call of the Wild,The Call of the Wild,eng,3.83,223932,248795,6770,https://images.gr-assets.com/books/1452291694m/1852.jpg,https://images.gr-assets.com/books/1452291694s/1852.jpg,5,9.41
376,385738773,James Dashner,2011,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,3.77,223674,257184,19975,https://images.gr-assets.com/books/1303997647m/7864437.jpg,https://images.gr-assets.com/books/1303997647s/7864437.jpg,8,17.67
377,61142026,Neil Gaiman,1999,Stardust,Stardust,eng,4.07,237602,277184,13731,https://images.gr-assets.com/books/1459127484m/16793.jpg,https://images.gr-assets.com/books/1459127484s/16793.jpg,5,104.1
378,618485228,Jhumpa Lahiri,2003,The Namesake,The Namesake,en-US,3.96,184211,192903,9824,https://images.gr-assets.com/books/1480106986m/33917.jpg,https://images.gr-assets.com/books/1480106986s/33917.jpg,7,109.37
379,670022411,Deborah Harkness,2011,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622,249735,25179,https://images.gr-assets.com/books/1322168805m/8667848.jpg,https://images.gr-assets.com/books/1322168805s/8667848.jpg,5,32.99
380,375704027,"Haruki Murakami, Jay Rubin",1987,?ü??üÆ??????????Å?ëú? [Noruwei no Mori],Norwegian Wood,eng,4.02,183988,217817,12522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6,18.24
381,446672211,Billie Letts,1995,Where the Heart Is,Where the Heart Is,en-US,4,208333,210368,3147,https://images.gr-assets.com/books/1327959469m/5168.jpg,https://images.gr-assets.com/books/1327959469s/5168.jpg,8,49.78
382,525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.84,236431,254305,15782,https://images.gr-assets.com/books/1368393890m/6567017.jpg,https://images.gr-assets.com/books/1368393890s/6567017.jpg,3,72.69
383,307276902,James Frey,2003,A Million Little Pieces,A Million Little Pieces,en-CA,3.62,184241,189931,10857,https://images.gr-assets.com/books/1483206985m/1241.jpg,https://images.gr-assets.com/books/1483206985s/1241.jpg,1,62.88
384,1595141758,Richelle Mead,2008,Frostbite,"Frostbite (Vampire Academy, #2)",eng,4.3,256745,270065,10056,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg,2,46
